College,Branch,Category,Gender,Region,Technical/Non Technical,Round,Cutoff %,Location
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,ST,M,Home District,Non Technical,1,46.2,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,NTA,M,Home District,Non Technical,1,72.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,NTB,M,Home District,Non Technical,1,78.4,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,NTD,M,Home District,Non Technical,1,80.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,M,Home District,Non Technical,1,86.4,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,F,Home District,Non Technical,1,88.2,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,F,Home District,Non Technical,1,78.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,NTC,F,Home District,Non Technical,1,74.6,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,F,Home District,Non Technical,1,86.8,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,PWD,M,Home District,Non Technical,1,61.6,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,M,Home District,Technical,1,76.8,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,NTA,M,Home District,Technical,1,72.6,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,F,Home District,Technical,2,72.6,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,M,Home District,Technical,1,86.4,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,M,Other Than Home District,Non Technical,1,79.4,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,NTC,M,Other Than Home District,Non Technical,1,69.2,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,M,Other Than Home District,Non Technical,1,78.4,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,SEBC,M,Other Than Home District,Non Technical,1,75.4,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,F,Other Than Home District,Non Technical,1,85.6,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,F,Other Than Home District,Non Technical,1,62.8,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,M,Other Than Home District,Non Technical,1,71.6,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,NTB,M,Other Than Home District,Non Technical,1,77.2,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,F,Other Than Home District,Non Technical,1,69.2,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,M,Other Than Home District,Technical,1,76.4,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,F,Other Than Home District,Technical,2,71.8,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,M,Other Than Home District,Technical,1,83.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,EWS,G,State Level,Non Technical,1,63.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Electronics & Telecommunication Engineering,TFWS,G,State Level,Non Technical,1,89.6,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,OPEN,M,Home District,Non Technical,1,80.4,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,SC,M,Home District,Non Technical,1,74.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,ST,M,Home District,Non Technical,1,67.2,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,NTA,M,Home District,Non Technical,1,65.2,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,NTB,M,Home District,Non Technical,1,69.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,NTC,M,Home District,Non Technical,1,69.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,NTD,M,Home District,Non Technical,1,78.4,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,OBC,M,Home District,Non Technical,1,78.6,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,OPEN,F,Home District,Non Technical,1,78.4,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,SC,F,Home District,Non Technical,1,68.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,ST,F,Home District,Non Technical,1,75.4,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,NTA,F,Home District,Non Technical,1,76.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,NTB,F,Home District,Non Technical,2,56.2,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,OBC,F,Home District,Non Technical,2,62.8,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,OPEN,M,Home District,Technical,1,62.8,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,OBC,M,Home District,Technical,1,60.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,SC,M,Home District,Technical,1,81.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,ST,M,Home District,Technical,1,79.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,NTA,M,Home District,Technical,1,83.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,SEBC,M,Home District,Technical,1,73.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,OPEN,F,Home District,Technical,1,82.8,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,SC,F,Home District,Technical,1,77.6,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,OBC,F,Home District,Technical,1,82.6,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,OPEN,M,Other Than Home District,Non Technical,1,64.8,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,SC,M,Other Than Home District,Non Technical,1,41.4,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,NTD,M,Other Than Home District,Non Technical,1,61.2,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,OBC,M,Other Than Home District,Non Technical,1,60.2,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,SC,M,Other Than Home District,Non Technical,1,73.4,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,ST,M,Other Than Home District,Non Technical,1,61.2,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,NTA,M,Other Than Home District,Non Technical,1,60.6,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,NTB,M,Other Than Home District,Non Technical,1,65.8,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,OPEN,F,Other Than Home District,Non Technical,1,73.14,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,SC,F,Other Than Home District,Non Technical,1,65.6,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,ST,F,Other Than Home District,Non Technical,1,71.2,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,OBC,F,Other Than Home District,Non Technical,2,53.2,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,OPEN,M,Other Than Home District,Technical,1,57.8,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,SC,M,Other Than Home District,Technical,1,70.8,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,OBC,M,Other Than Home District,Technical,1,79.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,OPEN,F,Other Than Home District,Technical,1,65.8,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,NTC,M,Other Than Home District,Technical,1,54.6,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,EWS,G,State Level,Non Technical,1,54.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechanical Engineering,TFWS,G,State Level,Non Technical,1,83.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechatronics,OPEN,M,Home District,Non Technical,1,85.8,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechatronics,SC,M,Home District,Non Technical,1,78.2,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechatronics,NTA,M,Home District,Non Technical,1,77.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechatronics,NTB,M,Home District,Non Technical,1,80.6,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechatronics,NTC,M,Home District,Non Technical,1,72.17,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechatronics,NTD,M,Home District,Non Technical,1,83.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechatronics,OBC,M,Home District,Non Technical,1,83.8,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechatronics,OPEN,F,Home District,Non Technical,1,87.2,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechatronics,SC,F,Home District,Non Technical,1,84.6,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechatronics,ST,F,Home District,Non Technical,1,65.6,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechatronics,OBC,F,Home District,Non Technical,1,84.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechatronics,OPEN,F,Home District,Technical,1,69.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechatronics,OPEN,M,Home District,Technical,1,92.8,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechatronics,OBC,M,Home District,Technical,1,89.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechatronics,SC,F,Home District,Technical,1,86.8,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechatronics,OPEN,M,Other Than Home District,Non Technical,1,68.2,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechatronics,OPEN,F,Other Than Home District,Non Technical,1,81.2,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechatronics,OBC,F,Other Than Home District,Non Technical,1,62.8,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechatronics,SC,M,Other Than Home District,Non Technical,1,76.8,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechatronics,NTB,M,Other Than Home District,Non Technical,1,65.33,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechatronics,OBC,M,Other Than Home District,Non Technical,1,82.2,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechatronics,SC,F,Other Than Home District,Non Technical,1,78.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechatronics,OPEN,M,Other Than Home District,Technical,1,87.2,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechatronics,OBC,M,Other Than Home District,Technical,1,85.6,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechatronics,EWS,G,State Level,Non Technical,1,77.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Mechatronics,TFWS,G,State Level,Non Technical,1,93.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,M,Home District,Non Technical,1,89.83,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,M,Home District,Non Technical,1,81.4,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Artificial Intelligence & Machine Learning,ST,M,Home District,Non Technical,1,75.2,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTA,M,Home District,Non Technical,1,87.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTB,M,Home District,Non Technical,1,89.4,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,M,Home District,Non Technical,1,88.8,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Artificial Intelligence & Machine Learning,SEBC,M,Home District,Non Technical,1,74.2,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,F,Home District,Non Technical,1,90.6,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,F,Home District,Non Technical,1,85.4,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Artificial Intelligence & Machine Learning,ST,F,Home District,Non Technical,1,78.8,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTC,F,Home District,Non Technical,1,78.4,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,F,Home District,Non Technical,1,89.0,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,M,Home District,Technical,1,86.4,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,M,Home District,Technical,1,85.4,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,F,Home District,Technical,1,83.4,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Artificial Intelligence & Machine Learning,SEBC,M,Home District,Technical,1,86.33,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Artificial Intelligence & Machine Learning,ST,F,Home District,Technical,1,85.2,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Artificial Intelligence & Machine Learning,OPEN,M,Other Than Home District,Non Technical,1,89.2,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Artificial Intelligence & Machine Learning,SC,M,Other Than Home District,Non Technical,1,81.2,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTA,M,Other Than Home District,Non Technical,1,86.8,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Artificial Intelligence & Machine Learning,NTD,M,Other Than Home District,Non Technical,1,83.4,Nashik
Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic Nashik,Artificial Intelligence & Machine Learning,OBC,M,Other Than Home District,Non Technical,1,83.8,Nashik
